"ƒ´∏ﬁ∂Û π¯»£","¡÷º“","ªÛºº º≥∏Ì","√¯¡§ Ω√¿€ Ω√∞£","√¯¡§ ¡æ∑· Ω√∞£","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (IN)","ƒ´∏ﬁ∂Û ≈Î∞˙ ¿Œø¯ (OUT)","µ•¿Ã≈Õ¿‘∑¬Ω√∞£"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 19:00:08","2015-12-10 19:10:08","47","18","2015-12-10 19:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 19:00:08","2015-12-10 19:10:08","47","65","2015-12-10 19:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 19:10:08","2015-12-10 19:20:08","97","100","2015-12-10 19:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 19:10:08","2015-12-10 19:20:08","48","55","2015-12-10 19:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 19:10:08","2015-12-10 19:20:08","67","76","2015-12-10 19:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 19:10:08","2015-12-10 19:20:08","49","11","2015-12-10 19:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 19:20:08","2015-12-10 19:30:08","21","49","2015-12-10 19:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 19:20:08","2015-12-10 19:30:08","74","48","2015-12-10 19:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 19:20:08","2015-12-10 19:30:08","34","18","2015-12-10 19:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 19:20:08","2015-12-10 19:30:08","85","57","2015-12-10 19:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 19:30:08","2015-12-10 19:40:08","38","33","2015-12-10 19:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 19:30:08","2015-12-10 19:40:08","42","29","2015-12-10 19:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 19:30:08","2015-12-10 19:40:08","36","73","2015-12-10 19:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 19:30:08","2015-12-10 19:40:08","93","79","2015-12-10 19:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 19:40:08","2015-12-10 19:50:08","32","22","2015-12-10 19:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 19:40:08","2015-12-10 19:50:08","59","40","2015-12-10 19:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 19:40:08","2015-12-10 19:50:08","67","75","2015-12-10 19:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 19:40:08","2015-12-10 19:50:08","46","60","2015-12-10 19:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 19:50:08","2015-12-10 20:00:08","57","73","2015-12-10 20:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 19:50:08","2015-12-10 20:00:08","26","11","2015-12-10 20:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 19:50:08","2015-12-10 20:00:08","70","63","2015-12-10 20:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 19:50:08","2015-12-10 20:00:08","24","42","2015-12-10 20:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 20:00:08","2015-12-10 20:10:08","18","35","2015-12-10 20:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 20:00:08","2015-12-10 20:10:08","31","31","2015-12-10 20:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 20:00:08","2015-12-10 20:10:08","73","72","2015-12-10 20:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 20:00:08","2015-12-10 20:10:08","81","76","2015-12-10 20:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 20:10:08","2015-12-10 20:20:08","62","67","2015-12-10 20:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 20:10:08","2015-12-10 20:20:08","23","24","2015-12-10 20:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 20:10:08","2015-12-10 20:20:08","61","77","2015-12-10 20:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 20:10:08","2015-12-10 20:20:08","36","18","2015-12-10 20:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 20:20:08","2015-12-10 20:30:08","77","60","2015-12-10 20:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 20:20:08","2015-12-10 20:30:08","33","9","2015-12-10 20:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 20:20:08","2015-12-10 20:30:08","73","86","2015-12-10 20:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 20:20:08","2015-12-10 20:30:08","36","39","2015-12-10 20:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 20:30:08","2015-12-10 20:40:08","46","117","2015-12-10 20:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 20:30:08","2015-12-10 20:40:08","19","40","2015-12-10 20:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 20:30:08","2015-12-10 20:40:08","6","10","2015-12-10 20:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 20:30:08","2015-12-10 20:40:08","33","63","2015-12-10 20:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 20:40:08","2015-12-10 20:50:08","51","59","2015-12-10 20:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 20:40:08","2015-12-10 20:50:08","49","15","2015-12-10 20:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 20:40:08","2015-12-10 20:50:08","16","19","2015-12-10 20:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 20:40:08","2015-12-10 20:50:08","101","52","2015-12-10 20:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 20:50:08","2015-12-10 21:00:08","13","38","2015-12-10 21:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 20:50:08","2015-12-10 21:00:08","56","16","2015-12-10 21:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 20:50:08","2015-12-10 21:00:08","40","42","2015-12-10 21:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 20:50:08","2015-12-10 21:00:08","60","57","2015-12-10 21:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 21:00:08","2015-12-10 21:10:08","90","43","2015-12-10 21:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 21:00:08","2015-12-10 21:10:08","31","65","2015-12-10 21:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 21:00:08","2015-12-10 21:10:08","31","24","2015-12-10 21:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 21:00:08","2015-12-10 21:10:08","17","52","2015-12-10 21:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 21:10:08","2015-12-10 21:20:08","68","57","2015-12-10 21:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 21:10:08","2015-12-10 21:20:08","43","78","2015-12-10 21:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 21:10:08","2015-12-10 21:20:08","43","54","2015-12-10 21:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 21:10:08","2015-12-10 21:20:08","17","12","2015-12-10 21:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 21:20:08","2015-12-10 21:30:08","22","41","2015-12-10 21:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 21:20:08","2015-12-10 21:30:08","18","14","2015-12-10 21:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 21:20:08","2015-12-10 21:30:08","82","57","2015-12-10 21:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 21:20:08","2015-12-10 21:30:08","29","74","2015-12-10 21:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 21:30:08","2015-12-10 21:40:08","13","58","2015-12-10 21:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 21:30:08","2015-12-10 21:40:08","69","63","2015-12-10 21:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 21:30:08","2015-12-10 21:40:08","28","25","2015-12-10 21:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 21:30:08","2015-12-10 21:40:08","43","34","2015-12-10 21:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 21:40:08","2015-12-10 21:50:08","12","10","2015-12-10 21:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 21:40:08","2015-12-10 21:50:08","57","20","2015-12-10 21:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 21:40:08","2015-12-10 21:50:08","45","48","2015-12-10 21:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 21:40:08","2015-12-10 21:50:08","21","25","2015-12-10 21:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 21:50:08","2015-12-10 22:00:08","11","40","2015-12-10 22:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 21:50:08","2015-12-10 22:00:08","48","37","2015-12-10 22:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 21:50:08","2015-12-10 22:00:08","29","6","2015-12-10 22:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 21:50:08","2015-12-10 22:00:08","78","58","2015-12-10 22:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 22:00:08","2015-12-10 22:10:08","21","17","2015-12-10 22:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 22:00:08","2015-12-10 22:10:08","99","19","2015-12-10 22:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 22:00:08","2015-12-10 22:10:08","63","110","2015-12-10 22:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 22:00:08","2015-12-10 22:10:08","16","62","2015-12-10 22:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 22:10:08","2015-12-10 22:20:08","29","39","2015-12-10 22:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 22:10:08","2015-12-10 22:20:08","18","8","2015-12-10 22:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 22:10:08","2015-12-10 22:20:08","23","55","2015-12-10 22:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 22:10:08","2015-12-10 22:20:08","14","109","2015-12-10 22:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 22:20:08","2015-12-10 22:30:08","26","25","2015-12-10 22:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 22:20:08","2015-12-10 22:30:08","23","19","2015-12-10 22:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 22:20:08","2015-12-10 22:30:08","27","43","2015-12-10 22:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 22:20:08","2015-12-10 22:30:08","14","19","2015-12-10 22:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 22:30:08","2015-12-10 22:40:08","27","34","2015-12-10 22:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 22:30:08","2015-12-10 22:40:08","13","15","2015-12-10 22:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 22:30:08","2015-12-10 22:40:08","38","19","2015-12-10 22:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 22:30:08","2015-12-10 22:40:08","20","79","2015-12-10 22:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 22:40:08","2015-12-10 22:50:08","17","32","2015-12-10 22:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 22:40:08","2015-12-10 22:50:08","17","20","2015-12-10 22:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 22:40:08","2015-12-10 22:50:08","21","4","2015-12-10 22:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 22:40:08","2015-12-10 22:50:08","22","14","2015-12-10 22:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 22:50:08","2015-12-10 23:00:08","5","9","2015-12-10 23:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 22:50:08","2015-12-10 23:00:08","8","17","2015-12-10 23:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 22:50:08","2015-12-10 23:00:08","17","12","2015-12-10 23:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 22:50:08","2015-12-10 23:00:08","10","40","2015-12-10 23:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 23:00:08","2015-12-10 23:10:08","32","38","2015-12-10 23:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 23:00:08","2015-12-10 23:10:08","4","7","2015-12-10 23:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 23:00:08","2015-12-10 23:10:08","17","10","2015-12-10 23:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 23:00:08","2015-12-10 23:10:08","19","18","2015-12-10 23:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 23:10:08","2015-12-10 23:20:08","7","21","2015-12-10 23:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 23:10:08","2015-12-10 23:20:08","2","0","2015-12-10 23:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 23:10:08","2015-12-10 23:20:08","22","33","2015-12-10 23:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 23:10:08","2015-12-10 23:20:08","23","15","2015-12-10 23:20:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 23:20:08","2015-12-10 23:30:08","12","2","2015-12-10 23:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 23:20:08","2015-12-10 23:30:08","11","15","2015-12-10 23:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 23:20:08","2015-12-10 23:30:08","13","9","2015-12-10 23:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 23:20:08","2015-12-10 23:30:08","6","2","2015-12-10 23:30:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 23:30:08","2015-12-10 23:40:08","11","4","2015-12-10 23:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 23:30:08","2015-12-10 23:40:08","5","2","2015-12-10 23:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 23:30:08","2015-12-10 23:40:08","16","17","2015-12-10 23:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 23:30:08","2015-12-10 23:40:08","11","20","2015-12-10 23:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 23:40:08","2015-12-10 23:50:08","9","6","2015-12-10 23:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 23:40:08","2015-12-10 23:50:08","3","13","2015-12-10 23:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 23:40:08","2015-12-10 23:50:08","9","23","2015-12-10 23:50:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 23:40:08","2015-12-10 23:50:08","23","16","2015-12-10 23:50:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-10 23:50:08","2015-12-11 00:00:08","6","1","2015-12-11 00:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-10 23:50:08","2015-12-11 00:00:08","19","10","2015-12-11 00:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-10 23:50:08","2015-12-11 00:00:08","6","4","2015-12-11 00:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-10 23:50:08","2015-12-11 00:00:08","2","4","2015-12-11 00:00:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 00:00:08","2015-12-11 00:10:08","10","4","2015-12-11 00:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 00:00:08","2015-12-11 00:10:08","12","12","2015-12-11 00:10:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 00:00:08","2015-12-11 00:10:08","6","2","2015-12-11 00:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 00:00:08","2015-12-11 00:10:08","7","10","2015-12-11 00:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 00:10:08","2015-12-11 00:20:08","12","11","2015-12-11 00:20:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 00:10:08","2015-12-11 00:20:08","5","1","2015-12-11 00:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 00:10:08","2015-12-11 00:20:08","14","11","2015-12-11 00:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 00:20:08","2015-12-11 00:30:08","10","8","2015-12-11 00:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 00:20:08","2015-12-11 00:30:08","9","13","2015-12-11 00:30:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 00:20:08","2015-12-11 00:30:08","14","2","2015-12-11 00:30:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 00:20:08","2015-12-11 00:30:08","6","8","2015-12-11 00:30:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 00:30:08","2015-12-11 00:40:08","10","9","2015-12-11 00:40:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 00:30:08","2015-12-11 00:40:08","6","4","2015-12-11 00:40:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 00:30:08","2015-12-11 00:40:08","8","18","2015-12-11 00:40:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 00:30:08","2015-12-11 00:40:08","1","8","2015-12-11 00:40:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 00:40:08","2015-12-11 00:50:08","10","17","2015-12-11 00:50:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 00:40:08","2015-12-11 00:50:08","6","16","2015-12-11 00:50:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 00:40:08","2015-12-11 00:50:09","6","2","2015-12-11 00:50:09"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 00:50:09","2015-12-11 01:00:08","7","18","2015-12-11 01:00:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 00:50:09","2015-12-11 01:00:08","1","1","2015-12-11 01:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 00:50:09","2015-12-11 01:00:08","1","0","2015-12-11 01:00:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 00:50:09","2015-12-11 01:00:08","10","14","2015-12-11 01:00:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 01:00:08","2015-12-11 01:10:08","2","0","2015-12-11 01:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 01:00:08","2015-12-11 01:10:08","5","0","2015-12-11 01:10:08"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 01:00:08","2015-12-11 01:10:08","4","4","2015-12-11 01:10:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 01:00:08","2015-12-11 01:10:08","4","7","2015-12-11 01:10:08"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 01:10:08","2015-12-11 01:20:08","1","5","2015-12-11 01:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 01:10:08","2015-12-11 01:20:08","5","2","2015-12-11 01:20:08"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 01:10:08","2015-12-11 01:20:08","3","1","2015-12-11 01:20:08"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 01:20:09","2015-12-11 01:30:09","3","13","2015-12-11 01:30:09"
"1","¿≤∞Ó∑Œ3±Ê 50","¥ˆº∫ø©∞Ì æ’","2015-12-11 01:20:09","2015-12-11 01:30:09","15","1","2015-12-11 01:30:09"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 01:20:09","2015-12-11 01:30:09","3","7","2015-12-11 01:30:09"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 01:20:09","2015-12-11 01:30:09","5","0","2015-12-11 01:30:09"
"3","∫œ√Ã∑Œ11±Ê 1","µ∑πÃæ‡±π æ’","2015-12-11 01:30:09","2015-12-11 01:40:09","6","1","2015-12-11 01:40:09"
"4","∫œ√Ã∑Œ5∞°±Ê 38","ªÔ√ª∆ƒ√‚º“ ªÁ¿’±Ê","2015-12-11 01:30:09","2015-12-11 01:40:09","1","8","2015-12-11 01:40:09"
"2","∞Ëµø±Ê 69","∞Ëµø±≥»∏ æ’","2015-12-11 01:30:09","2015-12-11 01:40:09","6","8","2015-12-11 01:40:09"
